"gname.list"	"g.order"
"chr2_175525999"	4100
"chr2_175543495"	4101
"chr2_177595755"	4106
"chr2_186094447"	4118
"chr2_188851164"	4122
"chr2_191651387"	4127
"chr2_193299560"	4130
"chr2_196459057"	4135
"chr2_197280908"	4138
"chr2_200896775"	4141
"chr2_201165574"	4145
"chr2_201175666"	4146
"chr2_201611885"	4148
"chr2_201651352"	4149
"chr2_208216327"	4155
"chr2_216844553"	4166
"chr2_216997349"	4168
"chr2_218112456"	4171
"chr2_218231764"	4175
"chr2_218875026"	4177
"chr2_220587476"	4183
"chr2_222292972"	4187
"chr2_223841904"	4188
"chr2_223886284"	4189
"chr2_226480440"	4191
"chr2_232384329"	4201
"chr2_236113726"	4208
"chr2_237520454"	4212
"chr2_237601751"	4214
"chr2_237640760"	4215
"chr2_237733689"	4217
"chr2_237950180"	4219
"chr2_238231882"	4222
"chr2_239948287"	4229
"chr2_241308986"	4234
"chr2_241796829"	4237
"chr20_2225633"	4245
"chr20_2679925"	4246
"chr20_4142778"	4253
"chr20_16523370"	4263
"chr20_17627151"	4266
"chr20_17875976"	4268
"chr20_19114127"	4272
"chr20_19225373"	4273
"chr20_19271808"	4275
"chr20_20422147"	4281
"chr20_24793179"	4290
"chr20_25477949"	4295
"chr20_25534663"	4296
"chr20_30260632"	4299
"chr20_30410514"	4302
"chr20_30628779"	4304
"chr20_31419930"	4311
"chr20_31873810"	4314
"chr20_32922698"	4318
"chr20_34650883"	4324
"chr20_34652974"	4325
"chr20_34670437"	4326
"chr20_34737691"	4329
"chr20_36767986"	4335
"chr20_38274172"	4344
"chr20_39921143"	4350
"chr20_42810972"	4358
"chr20_43970974"	4363
"chr20_44325468"	4365
"chr20_45365941"	4367
"chr20_46211247"	4373
"chr20_46430301"	4375
"chr20_46875536"	4385
"chr20_47089126"	4386
"chr20_47110833"	4388
"chr20_47214201"	4391
"chr20_47274054"	4393
"chr20_47562751"	4400
"chr20_48061188"	4402
"chr20_48554108"	4411
"chr20_48759529"	4415
"chr20_48854153"	4418
"chr20_48944030"	4421
"chr20_49012007"	4423
"chr20_49031561"	4424
"chr20_49183113"	4429
"chr20_50351674"	4437
"chr20_52139091"	4440
"chr20_55181823"	4453
"chr20_55820276"	4471
"chr20_56269183"	4479
"chr20_56584161"	4482
"chr20_57134847"	4484
"chr20_58031240"	4489
"chr20_58638120"	4495
"chr20_59213700"	4497
"chr20_61028070"	4506
"chr20_61275756"	4512
"chr20_61382816"	4513
"chr20_61701395"	4514
"chr20_62197549"	4520
"chr20_62322659"	4521
"chr20_62477767"	4523
"chr20_62494712"	4524
"chr20_62544346"	4525
"chr20_62839687"	4526
"chr21_16375974"	4534
"chr21_16545573"	4537
"chr21_16715184"	4541
"chr21_16743488"	4542
"chr21_16816732"	4544
"chr21_16920051"	4545
"chr21_18500997"	4547
"chr21_22369495"	4548
"chr21_30230339"	4553
"chr21_30751157"	4555
"chr21_32825759"	4560
"chr21_32902025"	4564
"chr21_36100964"	4570
"chr21_36107185"	4571
"chr21_37774651"	4583
"chr21_38219509"	4585
"chr21_38819031"	4587
"chr21_40498127"	4595
"chr21_40896109"	4598
"chr21_41039033"	4600
"chr21_41357362"	4603
"chr21_41386791"	4604
"chr21_41711237"	4611
"chr21_42515199"	4615
"chr21_42955341"	4617
"chr21_43109436"	4620
"chr21_43476934"	4622
"chr21_43506513"	4624
"chr21_43540452"	4625
"chr21_43588430"	4626
"chr21_43811149"	4631
"chr21_43813050"	4632
"chr21_44425967"	4636
"chr21_44763145"	4639
"chr21_44906270"	4645
"chr21_44998779"	4647
"chr21_45236935"	4648
"chr21_45596092"	4651
"chr21_45790198"	4654
"chr21_45930868"	4656
"chr21_46167995"	4658
"chr21_46416754"	4664
"chr21_46474679"	4665
"chr21_46561806"	4666
"chr21_46680196"	4669
"chr21_46740405"	4670
"chr21_46747278"	4671
"chr21_46772991"	4673
"chr21_46798915"	4674
"chr21_46823425"	4677
"chr21_46902118"	4680
"chr21_47288325"	4681
"chr21_47391089"	4683
"chr21_47608452"	4684
"chr21_47621530"	4686
"chr21_47714770"	4689
"chr22_18318620"	4692
"chr22_19449127"	4696
"chr22_19998056"	4702
"chr22_21240146"	4707
"chr22_21425116"	4710
"chr22_23493726"	4718
"chr22_23612118"	4722
"chr22_24120761"	4723
"chr22_27080817"	4740
"chr22_28195835"	4747
"chr22_29219082"	4752
"chr22_30092573"	4761
"chr22_30195267"	4765
"chr22_30450974"	4769
"chr22_30789210"	4772
"chr22_30805030"	4773
"chr22_30890430"	4774
"chr22_31625302"	4777
"chr22_31982423"	4779
"chr22_32024152"	4780
"chr22_32315859"	4782
"chr22_32594761"	4783
"chr22_35034777"	4796
"chr22_37134197"	4802
"chr22_37574515"	4804
"chr22_37585507"	4806
"chr22_37908325"	4810
"chr22_37959879"	4811
"chr22_38177755"	4815
"chr22_39696247"	4825
"chr22_39775838"	4826
"chr22_40049820"	4832
"chr22_40059927"	4833
"chr22_43197042"	4848
"chr22_43798900"	4856
"chr22_44931327"	4861
"chr22_45106992"	4862
"chr22_46773739"	4874
"chr22_46795676"	4875
"chr22_46862012"	4876
"chr22_50329885"	4889
"chr22_50346994"	4891
"chr22_50349528"	4892
"chr22_50720349"	4894
"chr22_50738914"	4895
"chr3_4155519"	4900
"chr3_4480258"	4902
"chr3_4637560"	4903
"chr3_4792083"	4904
"chr3_5063202"	4907
"chr3_8359894"	4912
"chr3_8365865"	4913
"chr3_9009801"	4916
"chr3_9140533"	4917
"chr3_9172530"	4918
"chr3_9289912"	4920
"chr3_9795839"	4922
"chr3_13133667"	4933
"chr3_13153825"	4935
"chr3_13258330"	4936
"chr3_14246391"	4941
"chr3_14307002"	4943
"chr3_14476766"	4946
"chr3_14481454"	4947
"chr3_14838819"	4952
"chr3_14877662"	4953
"chr3_16459069"	4956
"chr3_22905642"	4962
"chr3_30183819"	4970
"chr3_32152031"	4972
"chr3_33524883"	4973
"chr3_36953771"	4978
"chr3_37220893"	4979
"chr3_39191988"	4985
"chr3_43226967"	4993
"chr3_43256323"	4994
"chr3_46029433"	4996
"chr3_46708375"	4999
"chr3_46920568"	5001
"chr3_49456381"	5010
"chr3_50461064"	5015
"chr3_53553544"	5025
"chr3_53585463"	5026
"chr3_57063899"	5030
"chr3_57179908"	5032
"chr3_58026099"	5037
"chr3_58038373"	5038
"chr3_58087876"	5040
"chr3_58088820"	5041
"chr3_58094867"	5042
"chr3_58336329"	5043
"chr3_58374618"	5044
"chr3_60344334"	5049
"chr3_61674569"	5053
"chr3_61694893"	5055
"chr3_61727417"	5057
"chr3_61791403"	5058
"chr3_61810398"	5060
"chr3_62018818"	5061
"chr3_62128674"	5062
"chr3_62377723"	5064
"chr3_63142022"	5068
"chr3_63203773"	5069
"chr3_63712772"	5070
"chr3_64477411"	5074
"chr3_65675257"	5077
"chr3_65703849"	5078
"chr3_65907990"	5079
"chr3_66466777"	5082
"chr3_71056222"	5088
"chr3_72631862"	5095
"chr3_72751748"	5097
"chr3_72815613"	5098
"chr3_73748727"	5103
"chr3_81858750"	5111
"chr3_89620440"	5117
"chr3_107544962"	5129
"chr3_107725297"	5133
"chr3_120380273"	5146
"chr3_123103311"	5152
"chr3_123341059"	5154
"chr3_123382184"	5155
"chr3_124781844"	5160
"chr3_125643735"	5162
"chr3_125780026"	5163
"chr3_127740789"	5170
"chr3_127803613"	5171
"chr3_129286363"	5180
"chr3_129382041"	5181
"chr3_129597627"	5183
"chr3_129690519"	5186
"chr3_133176015"	5190
"chr3_133759054"	5193
"chr3_134046733"	5194
"chr3_134206493"	5195
"chr3_135866577"	5196
"chr3_145833624"	5208
"chr3_149958793"	5212
"chr3_150032510"	5213
"chr3_153942446"	5224
"chr3_156305127"	5228
"chr3_156355705"	5229
"chr3_156678768"	5230
"chr3_156886591"	5231
"chr3_159322436"	5236
"chr3_159659686"	5239
"chr3_160036606"	5242
"chr3_160769777"	5245
"chr3_161034964"	5249
"chr3_161140335"	5252
"chr3_161277818"	5253
"chr3_164155166"	5258
"chr3_164242044"	5259
"chr3_165049679"	5262
"chr3_165051248"	5263
"chr3_166611313"	5266
"chr3_168588731"	5268
"chr3_168671443"	5269
"chr3_169342003"	5271
"chr3_169476668"	5272
"chr3_169767428"	5274
"chr3_170052822"	5276
"chr3_170067033"	5277
"chr3_171336252"	5279
"chr3_175403806"	5285
"chr3_182002934"	5291
"chr3_183544546"	5298
"chr3_184315875"	5300
"chr3_187635095"	5309
"chr3_187646788"	5310
"chr3_188891691"	5318
"chr3_189029456"	5319
"chr3_189048166"	5320
"chr3_189148449"	5321
"chr3_189176496"	5322
"chr3_189359722"	5324
"chr3_189560789"	5326
"chr3_189662908"	5327
"chr3_192536883"	5331
"chr3_193555047"	5334
"chr3_193588394"	5335
"chr3_193597803"	5338
"chr3_193859140"	5342
"chr3_194033492"	5349
"chr3_194526156"	5355
"chr3_194596694"	5356
"chr3_194759600"	5357
"chr3_194906467"	5360
"chr3_196520329"	5368
"chr4_782859"	5377
"chr4_1239724"	5379
"chr4_1815105"	5381
"chr4_1827912"	5382
"chr4_1984100"	5383
"chr4_2889034"	5386
"chr4_2938976"	5387
"chr4_3366196"	5391
"chr4_3463269"	5392
"chr4_6112379"	5400
"chr4_6282313"	5401
"chr4_6385871"	5403
"chr4_6417371"	5404
"chr4_6774264"	5410
"chr4_9700903"	5417
"chr4_12736470"	5419
"chr4_17491468"	5422
"chr4_17702713"	5423
"chr4_18430187"	5425
"chr4_23376097"	5428
"chr4_24484081"	5429
"chr4_26356314"	5432
"chr4_27416765"	5435
"chr4_30791038"	5439
"chr4_38043070"	5445
"chr4_40264924"	5454
"chr4_40266700"	5455
"chr4_41134531"	5462
"chr4_41138232"	5463
"chr4_48855416"	5466
"chr4_48963933"	5468
"chr4_49107579"	5469
"chr4_55708670"	5475
"chr4_56813583"	5477
"chr4_75505324"	5484
"chr4_77484797"	5486
"chr4_77493504"	5488
"chr4_77532850"	5489
"chr4_84505800"	5493
"chr4_87362775"	5497
"chr4_95393896"	5512
"chr4_97623273"	5515
"chr4_99609891"	5519
"chr4_101515447"	5523
"chr4_101701601"	5525
"chr4_103962568"	5529
"chr4_105829327"	5531
"chr4_108175107"	5538
"chr4_123829531"	5547
"chr4_125899067"	5548
"chr4_126053353"	5550
"chr4_133461821"	5552
"chr4_140481997"	5558
"chr4_140763335"	5561
"chr4_141181680"	5567
"chr4_143536764"	5576
"chr4_145539291"	5582
"chr4_146657542"	5584
"chr4_147166439"	5587
"chr4_153497029"	5596
"chr4_154144250"	5601
"chr4_160463210"	5607
"chr4_169422520"	5612
"chr4_169841092"	5614
"chr4_173884351"	5619
"chr4_173938484"	5621
"chr4_183689943"	5622
"chr4_186432228"	5625
"chr4_186435146"	5626
"chr4_190791827"	5631
"chr5_321873"	5638
"chr5_430042"	5641
"chr5_864877"	5645
"chr5_1516497"	5646
"chr5_11572323"	5666
"chr5_16610322"	5673
"chr5_16744739"	5677
"chr5_19489172"	5683
"chr5_20502307"	5688
"chr5_23368720"	5691
"chr5_26705422"	5693
"chr5_32094317"	5698
"chr5_32249855"	5700
"chr5_32329961"	5701
"chr5_32563819"	5703
"chr5_33550280"	5705
"chr5_35088582"	5711
"chr5_35304920"	5714
"chr5_52385336"	5732
"chr5_52929184"	5734
"chr5_55027661"	5736
"chr5_55257891"	5737
"chr5_55702205"	5741
"chr5_55965151"	5744
"chr5_57391349"	5745
"chr5_58676571"	5746
"chr5_58697205"	5748
"chr5_59651188"	5750
"chr5_65976767"	5758
"chr5_66037600"	5759
"chr5_66531825"	5764
"chr5_66915737"	5766
"chr5_68611965"	5773
"chr5_70976439"	5776
"chr5_72131915"	5779
"chr5_72926441"	5781
"chr5_77157680"	5791
"chr5_77500277"	5792
"chr5_102745168"	5815
"chr5_104724521"	5817
"chr5_104733388"	5818
"chr5_104952660"	5819
"chr5_105526405"	5820
"chr5_106601234"	5822
"chr5_106674839"	5824
"chr5_106907548"	5825
"chr5_117475407"	5833
"chr5_118111750"	5836
"chr5_122185132"	5839
"chr5_128577547"	5850
"chr5_128691087"	5851
"chr5_132601209"	5861
"chr5_133802353"	5870
"chr5_134632939"	5876
"chr5_134945879"	5878
"chr5_134972825"	5879
"chr5_141660905"	5900
"chr5_142237132"	5902
"chr5_142383032"	5903
"chr5_145325702"	5908
"chr5_145407487"	5910
"chr5_149257948"	5917
"chr5_154448417"	5923
"chr5_172962875"	5941
"chr5_177543551"	5958
"chr6_3718640"	5976
"chr6_6931889"	5985
"chr6_7156639"	5988
"chr6_10384017"	5995
"chr6_10859400"	5997
"chr6_11047165"	5999
"chr6_11053926"	6000
"chr6_11067802"	6001
"chr6_13456104"	6010
"chr6_13725929"	6011
"chr6_14211602"	6013
"chr6_14619973"	6014
"chr6_15066030"	6020
"chr6_15761400"	6025
"chr6_15953584"	6027
"chr6_16131080"	6028
"chr6_16766575"	6033
"chr6_17473576"	6037
"chr6_18056169"	6040
"chr6_18457416"	6041
"chr6_21739119"	6049
"chr6_24558941"	6054
"chr6_24586514"	6055
"chr6_25992341"	6058
"chr6_26296454"	6059
"chr6_27767082"	6060
"chr6_31778341"	6070
"chr6_32135345"	6072
"chr6_32534819"	6074
"chr6_33248092"	6075
"chr6_33768746"	6080
"chr6_34518799"	6084
"chr6_35750388"	6087
"chr6_36723547"	6093
"chr6_37027497"	6094
"chr6_38229711"	6101
"chr6_38404929"	6102
"chr6_39237919"	6108
"chr6_40358432"	6111
"chr6_40685822"	6113
"chr6_43460047"	6124
"chr6_43772592"	6130
"chr6_44206089"	6134
"chr6_45522645"	6137
"chr6_52998769"	6144
"chr6_53559526"	6150
"chr6_83280099"	6171
"chr6_100567147"	6185
"chr6_106076615"	6188
"chr6_108999457"	6194
"chr6_109006279"	6195
"chr6_109056738"	6198
"chr6_110876342"	6204
"chr6_112340365"	6209
"chr6_118990239"	6215
"chr6_119121952"	6216
"chr6_119797682"	6219
"chr6_120004505"	6221
"chr6_120289222"	6224
"chr6_122942207"	6230
"chr6_126038741"	6239
"chr6_134842535"	6248
"chr6_135503839"	6250
"chr6_139833849"	6258
"chr6_140201418"	6260
"chr6_140818665"	6262
"chr6_143418873"	6264
"chr6_149401559"	6273
"chr6_151895815"	6276
"chr6_151954890"	6278
"chr6_157074088"	6285
"chr6_157236146"	6289
"chr6_159220470"	6301
"chr6_159362621"	6304
"chr6_160173330"	6305
"chr6_164235576"	6307
"chr6_166915979"	6310
"chr6_167419244"	6313
"chr6_167935337"	6316
"chr6_168532651"	6319
"chr7_345975"	6329
"chr7_922231"	6335
"chr7_928173"	6336
"chr7_1598756"	6342
"chr7_2103572"	6348
"chr7_2378240"	6353
"chr7_2476904"	6354
"chr7_2480715"	6355
"chr7_2850957"	6362
"chr7_3472031"	6365
"chr7_4793518"	6369
"chr7_4864954"	6371
"chr7_5689058"	6376
"chr7_6425448"	6377
"chr7_7596544"	6380
"chr7_10608801"	6386
"chr7_11301350"	6387
"chr7_12674434"	6388
"chr7_16920375"	6391
"chr7_17272398"	6395
"chr7_17985135"	6399
"chr7_24753163"	6405
"chr7_26729472"	6413
"chr7_27200408"	6415
"chr7_27317447"	6416
"chr7_28142577"	6420
"chr7_29986877"	6424
"chr7_34076827"	6433
"chr7_36312632"	6436
"chr7_41612823"	6443
"chr7_44582073"	6452
"chr7_45276468"	6455
"chr7_45584095"	6461
"chr7_47623280"	6473
"chr7_47783956"	6474
"chr7_64100106"	6495
"chr7_65449459"	6499
"chr7_66214101"	6506
"chr7_69110642"	6514
"chr7_70193207"	6515
"chr7_72770400"	6520
"chr7_73236995"	6524
"chr7_75619234"	6533
"chr7_75939729"	6537
"chr7_78339186"	6538
"chr7_80110191"	6539
"chr7_80288372"	6541
"chr7_80570051"	6543
"chr7_80800729"	6546
"chr7_84158967"	6549
"chr7_94181090"	6566
"chr7_97945102"	6573
"chr7_98307501"	6576
"chr7_98424558"	6579
"chr7_99601849"	6583
"chr7_100048193"	6588
"chr7_100800173"	6590
"chr7_101007307"	6592
"chr7_101333809"	6593
"chr7_101554842"	6595
"chr7_101958025"	6601
"chr7_104191123"	6606
"chr7_104924608"	6607
"chr7_105280619"	6609
"chr7_105297366"	6610
"chr7_107992208"	6619
"chr7_111725413"	6622
"chr7_116066723"	6624
"chr7_116764841"	6627
"chr7_127749399"	6629
"chr7_128071533"	6630
"chr7_131899464"	6643
"chr7_132319023"	6646
"chr7_135621578"	6652
"chr7_137930453"	6654
"chr7_139336329"	6658
"chr7_139441855"	6660
"chr7_139471137"	6661
"chr7_139472010"	6662
"chr7_140096442"	6665
"chr7_140673033"	6668
"chr7_144150228"	6674
"chr7_148901563"	6675
"chr7_151392185"	6681
"chr7_151442507"	6683
"chr7_151553951"	6684
"chr7_152396671"	6688
"chr7_154585869"	6689
"chr7_157085458"	6705
"chr7_157122288"	6706
"chr7_157916572"	6714
"chr7_158349518"	6715
"chr7_158806368"	6719
"chr7_158808431"	6720
"chr8_8094645"	6733
"chr8_8148077"	6735
"chr8_8172646"	6736
"chr8_8365667"	6738
"chr8_9498262"	6742
"chr8_11489001"	6748
"chr8_11576711"	6750
"chr8_11604367"	6752
"chr8_11635695"	6753
"chr8_17694405"	6767
"chr8_18203506"	6769
"chr8_18413525"	6770
"chr8_22601556"	6782
"chr8_28005513"	6793
"chr8_29043089"	6796
"chr8_29144598"	6798
"chr8_29418713"	6801
"chr8_29667335"	6806
"chr8_30580588"	6813
"chr8_36921094"	6817
"chr8_37160028"	6820
"chr8_37404583"	6823
"chr8_37427875"	6825
"chr8_37448332"	6826
"chr8_37451243"	6827
"chr8_37456411"	6828
"chr8_37542181"	6829
"chr8_40975381"	6839
"chr8_41417186"	6841
"chr8_41447295"	6842
"chr8_42059368"	6845
"chr8_49311216"	6849
"chr8_59032634"	6852
"chr8_61862857"	6853
"chr8_67626528"	6858
"chr8_69494895"	6862
"chr8_69765874"	6865
"chr8_70024122"	6868
"chr8_86919952"	6881
"chr8_87212470"	6883
"chr8_91593792"	6887
"chr8_91925270"	6891
"chr8_94233705"	6893
"chr8_95177154"	6898
"chr8_96220295"	6900
"chr8_96236378"	6902
"chr8_96237980"	6903
"chr8_99345319"	6911
"chr8_100874884"	6915
"chr8_101019693"	6918
"chr8_101390935"	6919
"chr8_101707628"	6923
"chr8_101732118"	6924
"chr8_102090029"	6926
"chr8_102138572"	6929
"chr8_102475263"	6930
"chr8_102618928"	6935
"chr8_102634116"	6936
"chr8_103492306"	6937
"chr8_103597643"	6938
"chr8_103820669"	6941
"chr8_114266068"	6952
"chr8_115157948"	6954
"chr8_116206909"	6955
"chr8_116250732"	6956
"chr8_117010715"	6960
"chr8_119113660"	6965
"chr8_120626932"	6967
"chr8_120995057"	6970
"chr8_122163449"	6973
"chr8_124021588"	6976
"chr8_124576167"	6980
"chr8_124638551"	6981
"chr8_124844504"	6982
"chr8_125475847"	6983
"chr8_125503748"	6985
"chr8_125867823"	6988
"chr8_128964576"	7002
"chr8_128965607"	7003
"chr8_129090107"	7006
"chr8_129154770"	7009
"chr8_129253618"	7012
"chr8_129433175"	7014
"chr8_131034525"	7019
"chr8_131396379"	7020
"chr8_134155425"	7029
"chr8_134228918"	7030
"chr8_134439130"	7032
"chr8_134819266"	7034
"chr8_135723923"	7035
"chr8_140385183"	7042
"chr8_140835765"	7044
"chr8_142068491"	7047
"chr8_143426113"	7052
"chr8_144069546"	7060
"chr8_144097558"	7061
"chr8_144802496"	7064
"chr9_2785670"	7073
"chr9_4756376"	7075
"chr9_4852948"	7077
"chr9_4930084"	7081
"chr9_5269203"	7083
"chr9_7147391"	7088
"chr9_13094577"	7090
"chr9_14406862"	7093
"chr9_20478638"	7098
"chr9_33720049"	7112
"chr9_33818382"	7113
"chr9_34634233"	7116
"chr9_35194109"	7117
"chr9_35669533"	7119
"chr9_37122267"	7122
"chr9_37746780"	7123
"chr9_71955441"	7129
"chr9_72653226"	7131
"chr9_73028236"	7132
"chr9_73093221"	7134
"chr9_80203639"	7149
"chr9_80212073"	7151
"chr9_85834362"	7160
"chr9_86047305"	7162
"chr9_86138813"	7164
"chr9_94914488"	7200
"chr9_95529775"	7203
"chr9_95750974"	7205
"chr9_95834713"	7208
"chr9_96218560"	7209
"chr9_97754520"	7215
"chr9_97755561"	7216
"chr9_97766448"	7218
"chr9_97891637"	7219
"chr9_100862385"	7225
"chr9_100916491"	7227
"chr9_102173600"	7230
"chr9_109103247"	7241
"chr9_109919127"	7245
"chr9_110200420"	7247
"chr9_110517809"	7253
"chr9_110567620"	7254
"chr9_111168456"	7256
"chr9_111246159"	7259
"chr9_112852276"	7260
"chr9_112914187"	7261
"chr9_114360678"	7263
"chr9_114679750"	7264
"chr9_115527393"	7268
"chr9_116273451"	7271
"chr9_117307653"	7279
"chr9_118088940"	7282
"chr9_123409428"	7290
"chr9_124479791"	7293
"chr9_125559414"	7299
"chr9_126108541"	7304
"chr9_127025205"	7307
"chr9_128223286"	7313
"chr9_130170043"	7330
"chr9_130258658"	7332
"chr9_130307819"	7333
"chr9_130480768"	7335
"chr9_130741024"	7341
"chr9_130749739"	7342
"chr9_131397954"	7354
"chr9_131938871"	7360
"chr9_132087330"	7362
"chr9_132111832"	7363
"chr9_132321266"	7367
"chr9_133309264"	7373
"chr9_133326353"	7374
"chr9_133327490"	7375
"chr9_133464043"	7376
"chr9_134520820"	7382
"chr9_137230281"	7389
"chr9_137251344"	7390
"chr9_137287664"	7391
"chr9_137585152"	7393
"chr9_137852621"	7394
"chr9_139588417"	7410
"chr9_139755740"	7413
"chr9_139888818"	7415
"chr9_140067836"	7417
"chr9_140589340"	7424
"chrX_10001621"	7432
"chrX_16623674"	7443
"chrX_16651967"	7445
"chrX_17025675"	7447
"chrX_17948079"	7450
"chrX_18850097"	7453
"chrX_22135595"	7461
"chrX_23520346"	7462
"chrX_24208831"	7465
"chrX_37853255"	7468
"chrX_39754710"	7472
"chrX_40017676"	7473
"chrX_40368243"	7474
"chrX_40377618"	7475
"chrX_40378496"	7476
"chrX_40389972"	7477
"chrX_46490072"	7484
"chrX_48506995"	7488
"chrX_54490185"	7491
"chrX_54774348"	7495
"chrX_67592718"	7501
"chrX_67682433"	7502
"chrX_84613084"	7507
"chrX_100706908"	7513
"chrX_106506955"	7520
"chrX_109406336"	7528
"chrX_109645460"	7533
"chrX_114925395"	7534
"chrX_119806505"	7541
"chrX_130627284"	7548
"chrX_131315630"	7551
"chrX_133691847"	7552
"chrX_133704813"	7553
"chrX_133786277"	7554
"chrX_149461873"	7564
"chrX_152646623"	7568
"chrX_153386916"	7569
"chrY_10022377"	7575
"chrY_10029667"	7577
"chrY_13485841"	7586
"chrY_13651369"	7587
"chr1_1008296"	1
"chr1_1015446"	2
"chr1_1172750"	3
"chr1_1173785"	4
"chr1_1221694"	5
"chr1_1316029"	6
"chr1_1368739"	7
"chr1_1554034"	8
"chr1_2336042"	9
"chr1_2783140"	10
"chr1_3254991"	13
"chr1_3370000"	14
"chr1_3372237"	15
"chr1_3398921"	16
"chr1_3471938"	17
"chr1_3515970"	18
"chr1_6319724"	21
"chr1_6532108"	22
"chr1_6970408"	26
"chr1_7170422"	29
"chr1_7284242"	30
"chr1_7601030"	32
"chr1_8085102"	33
"chr1_8251510"	34
"chr1_8258063"	35
"chr1_8260605"	36
"chr1_8319416"	38
"chr1_8455667"	39
"chr1_8976638"	40
"chr1_9385984"	41
"chr1_9399770"	42
"chr1_10078717"	45
"chr1_10461181"	46
"chr1_10734162"	47
"chr1_10752651"	48
"chr1_10764876"	49
"chr1_10795931"	50
"chr1_10853967"	53
"chr1_12208515"	56
"chr1_12253928"	57
"chr1_12514214"	58
"chr1_12545770"	59
"chr1_15240533"	63
"chr1_15343877"	67
"chr1_15375233"	69
"chr1_15731830"	72
"chr1_16034456"	74
"chr1_16339580"	75
"chr1_16502455"	76
"chr1_16941127"	78
"chr1_17382759"	81
"chr1_17425483"	82
"chr1_17560353"	83
"chr1_17829455"	87
"chr1_17926366"	93
"chr1_18161036"	94
"chr1_18205606"	95
"chr1_18493014"	96
"chr1_18695971"	98
"chr1_19258352"	100
"chr1_19798843"	103
"chr1_20435693"	105
"chr1_20470068"	106
"chr1_20683694"	107
"chr1_21196528"	108
"chr1_21578602"	110
"chr1_21965581"	114
"chr1_22231367"	115
"chr1_22309475"	116
"chr1_22739453"	117
"chr1_22796144"	118
"chr1_22805846"	120
"chr1_22813627"	121
"chr1_23632952"	123
"chr1_24283818"	124
"chr1_24338275"	126
"chr1_24918352"	130
"chr1_24948533"	132
"chr1_24959444"	133
"chr1_25894836"	135
"chr1_27273519"	138
"chr1_27274768"	139
"chr1_27884746"	141
"chr1_28395292"	143
"chr1_30690975"	144
"chr1_31288586"	149
"chr1_31731726"	151
"chr1_31771868"	152
"chr1_32139519"	154
"chr1_32320811"	158
"chr1_32345944"	159
"chr1_32370829"	160
"chr1_32706249"	161
"chr1_33473752"	163
"chr1_34189802"	165
"chr1_34412649"	166
"chr1_35253709"	167
"chr1_35971852"	170
"chr1_36795436"	171
"chr1_37504390"	172
"chr1_38589518"	175
"chr1_38881155"	176
"chr1_39279335"	178
"chr1_39640774"	180
"chr1_40446452"	183
"chr1_40606877"	185
"chr1_41365259"	188
"chr1_41789334"	191
"chr1_41829177"	192
"chr1_41837886"	193
"chr1_41889552"	194
"chr1_41954201"	196
"chr1_41962107"	197
"chr1_42185397"	198
"chr1_42295789"	202
"chr1_42324645"	203
"chr1_42631547"	210
"chr1_43403594"	211
"chr1_43439300"	212
"chr1_43703993"	215
"chr1_43997663"	216
"chr1_44705309"	220
"chr1_45285386"	223
"chr1_46196608"	226
"chr1_46967086"	229
"chr1_46988576"	230
"chr1_48384564"	232
"chr1_52078464"	237
"chr1_53877597"	238
"chr1_54058674"	239
"chr1_54373025"	240
"chr1_54482211"	241
"chr1_55324095"	243
"chr1_55773366"	244
"chr1_56677045"	245
"chr1_56987036"	246
"chr1_57013766"	247
"chr1_57021270"	248
"chr1_57254156"	249
"chr1_59058380"	250
"chr1_61608793"	251
"chr1_61759774"	253
"chr1_61870096"	254
"chr1_61964210"	256
"chr1_63651092"	258
"chr1_63722815"	259
"chr1_64902036"	260
"chr1_65344909"	261
"chr1_67766867"	264
"chr1_68044537"	265
"chr1_68075019"	266
"chr1_71914504"	267
"chr1_83330470"	270
"chr1_85105103"	271
"chr1_86288649"	274
"chr1_87526106"	276
"chr1_94221399"	280
"chr1_94245425"	281
"chr1_94888640"	282
"chr1_95590733"	283
"chr1_107584162"	285
"chr1_107963336"	286
"chr1_108397366"	288
"chr1_108479450"	289
"chr1_108668307"	290
"chr1_108696608"	291
"chr1_109347357"	293
"chr1_109782891"	299
"chr1_110493253"	302
"chr1_110548713"	303
"chr1_110641232"	304
"chr1_110771210"	305
"chr1_111078382"	306
"chr1_112213893"	311
"chr1_112530634"	313
"chr1_113137446"	314
"chr1_113256289"	315
"chr1_113760288"	316
"chr1_114576565"	320
"chr1_114586407"	321
"chr1_115672078"	322
"chr1_115722330"	323
"chr1_116551473"	326
"chr1_116810625"	328
"chr1_117051563"	330
"chr1_117162047"	331
"chr1_117334453"	332
"chr1_117454869"	335
"chr1_117556176"	337
"chr1_117811603"	340
"chr1_118389840"	341
"chr1_118659847"	342
"chr1_119845666"	343
"chr1_143283805"	346
"chr1_145669332"	348
"chr1_147084575"	350
"chr1_147188951"	351
"chr1_149209602"	353
"chr1_150271649"	355
"chr1_150518439"	356
"chr1_150976794"	358
"chr1_151023554"	359
"chr1_153624617"	369
"chr1_154313118"	371
"chr1_154402998"	372
"chr1_154659070"	373
"chr1_154682260"	374
"chr1_154780982"	375
"chr1_154792904"	376
"chr1_154887359"	377
"chr1_154978008"	379
"chr1_155149806"	381
"chr1_155349613"	382
"chr1_155660531"	383
"chr1_155788349"	384
