hg19.kgXref.geneSymbol	DMSO_H3K27me3	DMSO_H3K4me1	DMSO_H3K4me2	DMSO_H3K4me3	Drug_H3K27me3	Drug_H3K4me1	Drug_H3K4me2	Drug_H3K4me3
TJAP1	0.008176124	0.04364165	0.092554575	0.180952889	0.011046386	0.035654239	0.07366698	0.116702944
TJAP1	0.00814509	0.04276212	0.091072674	0.177672833	0.011100308	0.033668618	0.071340358	0.113913052
TJAP1	0.00814509	0.04276212	0.091072674	0.177672833	0.011100308	0.033668618	0.071340358	0.113913052
TJAP1	0.00811308	0.041854212	0.089542459	0.174280143	0.011155986	0.031622444	0.068941213	0.111030717
TJAP1	0.02458417	0.098708481	0.318815268	0.428834996	0.020750065	0.082955998	0.334402744	0.365590312
TJAP1	0.014281225	0.111876285	0.415655137	0.446050234	0.010597342	0.121898439	0.372451209	0.449595571
TJAP1	0.062877413	0.027215447	0.016842831	0.13776193	0.049418778	0.025936337	0.020619046	0.137220889
TJAP1	0.004401384	0.455863053	0.567438097	0.930547809	0.005726033	0.582189269	0.505386773	0.610792304
TJAP1	0.004401384	0.455863053	0.567438097	0.930547809	0.005726033	0.582189269	0.505386773	0.610792304
TJAP1	0.004401384	0.455863053	0.567438097	0.930547809	0.005726033	0.582189269	0.505386773	0.610792304
TJAP1	0.005538987	0.199795486	0.147027999	0.378427856	0.007238304	0.233003542	0.185239708	0.161750584
TJAP1	0.005538987	0.199795486	0.147027999	0.378427856	0.007238304	0.233003542	0.185239708	0.161750584
TJAP1	0.035982044	0.283002163	0.128258027	0.127252093	0.025378978	0.29021967	0.199667635	0.084707066
TJAP1	0.040429017	0.267885155	0.117223849	0.117505177	0.029895307	0.273852981	0.18304689	0.076780786
TJAP1	0.043380687	0.258003671	0.110118362	0.111090491	0.032919741	0.263154252	0.171829319	0.071737994
TJAP1	0.021448145	0.113230493	0.020464324	0.006337705	0.018266888	0.108322442	0.020321122	0.01053036
TJAP1	0.025458642	0.312804456	0.14689434	0.031954779	0.010294338	0.371026054	0.136246663	0.043177427
TJAP1	0.025458642	0.312804456	0.14689434	0.031954779	0.010294338	0.371026054	0.136246663	0.043177427
TJAP1	0.031560001	1.013911589	1.246901276	0.190225952	0.004776689	0.658023942	1.188310642	0.182851856
TJAP1	0.020857611	0.244344166	0.09464382	0.02689079	0.009061648	0.391922208	0.051860825	0.034604428
TJAP1	0.002981316	0.607814246	1.178290529	0.102494666	0	0.852233998	0.600525299	0.027030867
TJAP1	0.038075572	0.970218253	3.230159561	1.286239644	0.019257198	0.908891965	2.279900409	0.69426306
TJAP1	0.029503496	0.765274344	3.735649811	1.817080793	0.011956453	0.816340726	2.831395142	0.977139512
TJAP1	0	0	0	0	0	0	0	0
TJAP1	0	0	0	0	0	0.000298271	0	0
TJAP1	0	0	0	0	0	0.00015081	0	0
TJAP1	7.51E-05	0.000420778	3.28E-05	0	7.76E-05	0.000211217	7.02E-05	5.82E-05
TJAP1	0.000100089	0.000592121	6.37E-05	2.71E-06	8.17E-05	0.000341433	9.42E-05	8.78E-05
TJAP1	0.000100279	0.000592825	6.39E-05	2.78E-06	8.17E-05	0.000341981	9.43E-05	8.79E-05
AK024736	0.000100279	0.000592825	6.39E-05	2.78E-06	8.17E-05	0.000341981	9.43E-05	8.79E-05
C6orf223	0.000159081	0.000564985	9.64E-05	1.79E-05	9.73E-05	0.000507977	9.54E-05	9.72E-05
C6orf223	0	0	0	0	0	0	7.47E-05	0
AK024736	0.000126038	0.000592755	6.37E-05	3.02E-06	7.32E-05	0.000396275	0.000103179	9.07E-05
C6orf223	0.000687653	0.00074574	0.000379262	0.000856852	0.00078971	0.000869605	0.000708654	0.000688954
C6orf223	0	0	0	0	0	0	0.000329538	0
AK024736	0	0.000107246	0	0	0	0.000169307	0.000169597	3.20E-05
C6orf223	0.003193345	0.130208035	0.152441184	0.135025374	0.005286723	0.160040885	0.159586108	0.244638167
C6orf223	0.002500481	0.10672004	0.116096475	0.116508955	0.00469534	0.136086616	0.128226842	0.203770423
SUPT3H	0.002331045	0.095534008	0.103340076	0.105388287	0.004523456	0.123431724	0.114318831	0.180855025
SUPT3H	0.002757105	0.063759557	0.02424175	0.060745769	0.005391884	0.064526252	0.052638654	0.054097498
SUPT3H	0.002180039	0.094926146	0.036740964	0.07087681	0.004591927	0.140991716	0.026768128	0.086260671
SUPT3H	0.001078945	0.042259541	0.036809264	0.06100419	0.001569005	0.060931691	0.054923344	0.043314169
SUPT3H	0.001176306	0.044379092	0.066624633	0.096777281	0.001625325	0.06275431	0.091345396	0.070570716
MIR586	0.001176306	0.044379092	0.066624633	0.096777281	0.001625325	0.06275431	0.091345396	0.070570716
RUNX2	0.001176306	0.044379092	0.066624633	0.096777281	0.001625325	0.06275431	0.091345396	0.070570716
RUNX2	0.001157193	0.057487787	0.086485878	0.103098842	0.001368764	0.056098664	0.130213368	0.127342368
RUNX2	0.037742479	0.02993606	0.041001997	0.038662104	0.035915848	0.039535713	0.074608672	0.036971902
SUPT3H	0.037999433	0.039635686	0.025297547	0.015863739	0.031697925	0.032639454	0.031021905	0.012925576
SUPT3H	0.043544002	0.022815762	0.021860623	0.022164707	0.039707959	0.018595202	0.030804871	0.022302153
SUPT3H	0.044710745	0.021871205	0.02147007	0.023612342	0.040722894	0.017710753	0.030562127	0.025944406
SUPT3H	0.039486187	0.018992364	0.022950521	0.03203281	0.038553685	0.014134227	0.033770756	0.032914184
SUPT3H	0.044966432	0.020510925	0.038049522	0.027028876	0.042391381	0.019364223	0.041888489	0.030715131
MIR586	0.044966432	0.020510925	0.038049522	0.027028876	0.042391381	0.019364223	0.041888489	0.030715131
RUNX2	0.027045524	0.010866371	0.024421011	0.023952603	0.034785312	0.003808112	0.03831236	0.029964084
RUNX2	0.045991937	0.023667427	0.040406828	0.031624204	0.042535284	0.022177556	0.041295544	0.025965222
RUNX2	0.025168303	0.013778453	0.023134012	0.054474997	0.028702107	0.013266403	0.04261221	0.046896078
SUPT3H	0.025168303	0.013778453	0.023134012	0.054474997	0.028702107	0.013266403	0.04261221	0.046896078
SUPT3H	0.027388521	0.016048669	0.031921435	0.02199456	0.029153372	0.016069639	0.046909603	0.023258367
SUPT3H	0.027583493	0.016242547	0.031705732	0.02209742	0.029816176	0.015829364	0.046911324	0.0236253
SUPT3H	0.026903612	0.014883423	0.02768898	0.018614336	0.029280195	0.013911361	0.041946929	0.019709654
SUPT3H	0.026052476	0.014100771	0.027986689	0.017200004	0.028596838	0.014611758	0.04269494	0.018445215
MIR586	0.025973934	0.01423769	0.028102389	0.017243642	0.028739332	0.014417688	0.043098404	0.018321331
RUNX2	0.025599658	0.01444919	0.02809297	0.01751575	0.028932846	0.014383085	0.043554992	0.018349391
RUNX2	0.025599658	0.01444919	0.02809297	0.01751575	0.028932846	0.014383085	0.043554992	0.018349391
RUNX2	0.025599658	0.01444919	0.02809297	0.01751575	0.028932846	0.014383085	0.043554992	0.018349391
SUPT3H	0.025599658	0.01444919	0.02809297	0.01751575	0.028932846	0.014383085	0.043554992	0.018349391
SUPT3H	0.025599658	0.01444919	0.02809297	0.01751575	0.028932846	0.014383085	0.043554992	0.018349391
SUPT3H	0.025864233	0.013771367	0.028205975	0.017306782	0.028840491	0.014246954	0.043345987	0.018510093
SUPT3H	0.025864233	0.013771367	0.028205975	0.017306782	0.028840491	0.014246954	0.043345987	0.018510093
SUPT3H	0.023094643	0.015187442	0.027384724	0.015681198	0.03081831	0.012891537	0.044819041	0.016130075
MIR586	0.055332711	0.059844134	0.019391167	0.019862189	0.028823348	0	0.046460837	0.035216872
RUNX2	0.023417795	0.02278619	0.018935972	0.008482564	0.038379475	0.020232639	0.035563709	0.011791006
RUNX2	0.025978858	0.262512625	0.196750617	0.081008238	0.026169877	0.25939402	0.162297492	0.067253452
RUNX2	0.025978858	0.262512625	0.196750617	0.081008238	0.026169877	0.25939402	0.162297492	0.067253452
SUPT3H	0.008999727	0.202803717	0.150762696	0.150074767	0.01402543	0.239711936	0.142034764	0.071058036
SUPT3H	0.00906974	0.200531428	0.145390925	0.148781755	0.014028806	0.238302934	0.136412815	0.070314898
SUPT3H	0.00949941	0.186958623	0.113364652	0.141055855	0.014049183	0.229879291	0.102919366	0.06586217
SUPT3H	0.00952254	0.186245632	0.111685137	0.140649889	0.014050263	0.229436439	0.10116406	0.065627608
RUNX2	0.02326224	0.023934466	0.044478112	0.035250006	0.023796145	0.025568161	0.054418195	0.032994075
RUNX2	0.038166383	0.031557371	0.131481273	0.054398809	0.045844231	0.039534002	0.142058038	0.037902352
RUNX2	0.002302008	0.371515323	0.947453023	1.094323582	0.002313987	0.353212165	0.866705317	0.705836831
RUNX2	0.002302008	0.371515323	0.947453023	1.094323582	0.002313987	0.353212165	0.866705317	0.705836831
SUPT3H	0	0.860037391	0.61170438	0.258098646	0	1.003210143	0.640478029	0.145453014
SUPT3H	0.006872948	0.066492016	0.087195331	0.072502851	0.0099588	0.063570354	0.096291143	0.137925802
SUPT3H	0.006872948	0.066492016	0.087195331	0.072502851	0.0099588	0.063570354	0.096291143	0.137925802
SUPT3H	0.006872948	0.066492016	0.087195331	0.072502851	0.0099588	0.063570354	0.096291143	0.137925802
RUNX2	0.006872948	0.066492016	0.087195331	0.072502851	0.0099588	0.063570354	0.096291143	0.137925802
RUNX2	0.006872948	0.066492016	0.087195331	0.072502851	0.0099588	0.063570354	0.096291143	0.137925802
RUNX2	0.006872948	0.066492016	0.087195331	0.072502851	0.0099588	0.063570354	0.096291143	0.137925802
RUNX2	0.006872948	0.066492016	0.087195331	0.072502851	0.0099588	0.063570354	0.096291143	0.137925802
SUPT3H	0.006872948	0.066492016	0.087195331	0.072502851	0.0099588	0.063570354	0.096291143	0.137925802
SUPT3H	0.006872948	0.066492016	0.087195331	0.072502851	0.0099588	0.063570354	0.096291143	0.137925802
SUPT3H	0.012326505	0.138576337	0.341091256	0.118042854	0.017484252	0.108447785	0.290859444	0.15115184
SUPT3H	0.012829972	0.138068594	0.342669055	0.109057063	0.017278715	0.108273707	0.275182802	0.162778733
RUNX2	0.012389473	0.13463481	0.326782442	0.106424822	0.017110634	0.105575023	0.265077826	0.157476693
RUNX2	0.012136309	0.132610178	0.317560289	0.104864627	0.016899777	0.10397757	0.259108564	0.154351951
RUNX2	0.010356153	0.11367065	0.243912578	0.090536032	0.015034613	0.090339779	0.209847384	0.129955784
RUNX2	0.010356153	0.11367065	0.243912578	0.090536032	0.015034613	0.090339779	0.209847384	0.129955784
RUNX2	0.010356153	0.11367065	0.243912578	0.090536032	0.015034613	0.090339779	0.209847384	0.129955784
RUNX2	0.010139281	0.107237488	0.219353682	0.07647771	0.01456273	0.08544833	0.176405676	0.123212578
TDRD6	0.008403912	0.038253531	0.019355296	0.022291818	0.011851762	0.026625223	0.025743632	0.051714635
TDRD6	0.008403912	0.038253531	0.019355296	0.022291818	0.011851762	0.026625223	0.025743632	0.051714635
PLA2G7	0.007348232	0.039566157	0.018863893	0.031177464	0.01083948	0.05254717	0.02398618	0.046088793
PLA2G7	0.006989552	0.026427845	0.01251882	0.024028027	0.010700294	0.019315622	0.015346443	0.019718452
TDRD6	0.00671803	0.03521012	0.01271141	0.024934	0.010374407	0.024716348	0.015023635	0.021765422
TDRD6	0.021766849	0.094090292	0.052032901	0.068263341	0.024741139	0.156874578	0.097910705	0.067867172
PLA2G7	0.021986554	0.085755913	0.049105596	0.065695967	0.025136715	0.144203007	0.092048361	0.065498183
PLA2G7	0.015701339	0.067232625	0.024294097	0.039846431	0.018756978	0.09440831	0.035528397	0.037352204
TDRD6	0.041227901	0.063742721	0.043652429	0.038220866	0.032701701	0.099055279	0.053187364	0.047120814
TDRD6	0.041227901	0.063742721	0.043652429	0.038220866	0.032701701	0.099055279	0.053187364	0.047120814
PLA2G7	0.041227901	0.063742721	0.043652429	0.038220866	0.032701701	0.099055279	0.053187364	0.047120814
PLA2G7	0.016663439	0.354211018	0.201146375	0.033735538	0.018527612	0.24604036	0.141416148	0.027652926
PLA2G7	0.016663439	0.354211018	0.201146375	0.033735538	0.018527612	0.24604036	0.141416148	0.027652926
PLA2G7	0.004962477	0.111907119	0.302294737	0.184881841	0.002501957	0.128579249	0.309888413	0.247399571
TDRD6	0.011035423	0.131858887	0.055911547	0.042042273	0.011364693	0.166747172	0.059223103	0.035567743
TDRD6	0.011035423	0.131858887	0.055911547	0.042042273	0.011364693	0.166747172	0.059223103	0.035567743
PLA2G7	0.041654972	0.108751954	0.078422326	0.056146255	0.04515685	0.139462622	0.096065191	0.045070429
PLA2G7	0.041654972	0.108751954	0.078422326	0.056146255	0.04515685	0.139462622	0.096065191	0.045070429
PLA2G7	0.012158839	0.090748627	0.257333946	0.297699659	0.010688553	0.080849093	0.229699364	0.207368713
PLA2G7	0.012158839	0.090748627	0.257333946	0.297699659	0.010688553	0.080849093	0.229699364	0.207368713
PLA2G7	0.012158839	0.090748627	0.257333946	0.297699659	0.010688553	0.080849093	0.229699364	0.207368713
PLA2G7	0.012158839	0.090748627	0.257333946	0.297699659	0.010688553	0.080849093	0.229699364	0.207368713
PLA2G7	0.025974023	0.167409439	0.299198139	0.277615979	0.029996026	0.222430971	0.226418583	0.172891924
PLA2G7	0.001354634	0.127470111	0.271666748	0.444020403	0.003293222	0.141126215	0.221834496	0.269970841
PLA2G7	0.001354634	0.127470111	0.271666748	0.444020403	0.003293222	0.141126215	0.221834496	0.269970841
PLA2G7	0.001256016	0.122583576	0.231339813	0.387784099	0.003173396	0.135434754	0.199414918	0.255810304
PLA2G7	0.001097173	0.114489277	0.16484645	0.294992081	0.002980285	0.125999833	0.164835468	0.235212421
PLA2G7	0	7.15E-05	0	5.11E-05	3.47E-05	0	0	2.71E-05
GPR110	0	7.15E-05	0	5.11E-05	3.47E-05	0	0	2.71E-05
GPR110	0.000612789	0.000121656	0	0.000130266	0.000661257	0	0.000541607	6.10E-05
GPR110	0.000612789	0.000121656	0	0.000130266	0.000661257	0	0.000541607	6.10E-05
GPR110	0.000612789	0.000121656	0	0.000130266	0.000661257	0	0.000541607	6.10E-05
GPR110	0	6.58E-05	0	5.22E-05	2.19E-05	0	0	2.73E-05
GPR110	0.000613628	0.000122174	0	0.00013093	0.000665799	0	0.000542117	6.12E-05
GPR110	0.000613628	0.000122174	0	0.00013093	0.000665799	0	0.000542117	6.12E-05
GPR110	0.000602503	0.000379979	0.00042088	0.000381688	0.00063222	0.000403053	0.000564287	0.000453041
GPR110	0.000605716	0.000392244	0.000437001	0.000396371	0.000683807	0.000423884	0.000596287	0.000471333
TNFRSF21	0.000601646	0.000397085	0.000446164	0.000397448	0.000686475	0.000431928	0.000617148	0.000472237
C6orf141	0.000656299	0.000416383	0.000489211	0.000386465	0.000638208	0.000462065	0.000718287	0.000452935
C6orf141	0.000660308	0.000416936	0.00049052	0.000385996	0.00063629	0.000462902	0.000721381	0.000452151
C6orf141	0.000660308	0.000416936	0.00049052	0.000385996	0.00063629	0.000462902	0.000721381	0.000452151
C6orf141	0.000152947	0.000108347	0.000108556	0.000154458	0.000352934	6.45E-05	0.000177936	0.001089217
GCLC	0.000168841	0.000118298	0.000121231	0.000173216	0.000396912	7.20E-05	0.000193729	0.001705744
GCLC	0.000688016	0.000537557	0.000543326	0.000498239	0.000498718	0.000628549	0.000845913	0.000471512
GCLC	0.035473091	0.006103451	0.008005953	0.065637998	0.044872365	0.008679477	0.009744173	0.080059309
GCLC	0.071841172	0.015370925	0	0.097974068	0.102742565	0	0.016925019	0.106602419
GCLC	0	0	0	0.13567403	0.0703163	0	0	0.084520489
GCLC	0	0	0	0.13567403	0.0703163	0	0	0.084520489
GCLC	0	0	0	0.101755522	0.175790742	0	0	0.105650611
GCLC	0.028860505	0.003959276	0.005339344	0.075171152	0.041347295	0.004255259	0.006521489	0.102919946
GCLC	0.040559921	0	0	0.102724622	0.140297756	0	0	0.096594845
GCLC	0.035840873	0	0	0.085320781	0.019572578	0	0.054468562	0.183708623
GCLC	0.105643084	0.006127668	0	0.061670013	0.143473657	0	0.039972985	0.354658791
GCLC	0.02732417	0.01257914	0	0.078954118	0.033276777	0	0.003590401	0.181620117
GCLC	0.018107108	0.039810695	0	0.016959254	0.03515815	0	0	0.033015817
GCLC	0.074600115	0.014778577	0.028263389	0.018473393	0.067505666	0.011849936	0.030753134	0.016733038
AK126334	0	0	0	0	0	0.078908786	0	0
BC050580	0.038548009	0.168785747	0.226961008	0.096337042	0.02834072	0.155285131	0.180696205	0.064467103
AK125128	0.038548009	0.168785747	0.226961008	0.096337042	0.02834072	0.155285131	0.180696205	0.064467103
AK126334	0.043198849	0.051494543	0.021567031	0.020433895	0.035028403	0.030882182	0.023936101	0.015702103
BC050580	0.043198849	0.051494543	0.021567031	0.020433895	0.035028403	0.030882182	0.023936101	0.015702103
AK125128	0.043198849	0.051494543	0.021567031	0.020433895	0.035028403	0.030882182	0.023936101	0.015702103
AK126334	0.025725854	0.22823443	0.084905115	0.017479972	0.030623965	0.208073059	0.096418149	0.018660408
BC050580	0.025725854	0.22823443	0.084905115	0.017479972	0.030623965	0.208073059	0.096418149	0.018660408
AK125128	0.00243427	0.15928813	0.42685927	0.702203806	0.003718511	0.160967297	0.333087299	0.596934932
PTP4A1	0.002431683	0.159223638	0.425464186	0.695870559	0.003703158	0.160990927	0.332127384	0.591521191
PTP4A1	0	0.017479433	0.079308015	0	0	0.096295468	0.014270918	0
PTP4A1	0.00968888	0.241874194	0.345021827	0.297250613	0.009642197	0.278907439	0.29749662	0.262161098
PTP4A1	0.00968888	0.241874194	0.345021827	0.297250613	0.009642197	0.278907439	0.29749662	0.262161098
PTP4A1	0.00968888	0.241874194	0.345021827	0.297250613	0.009642197	0.278907439	0.29749662	0.262161098
PTP4A1	0.012013629	0.124867797	0.324818362	0.122461176	0.019185139	0.167807377	0.204574127	0.065134534
LCA5	0.011220835	0.144616296	0.42556632	0.155486232	0.020792877	0.190449217	0.267192437	0.072594346
LCA5	0.019753208	0.011418674	0.005453581	0.059021366	0.017128329	0.027130643	0.022006404	0.045847605
LCA5	0.064437665	0.04546996	0.037514642	0.040087464	0.056551075	0.043542929	0.050315334	0.036096693
LCA5	0.064437665	0.04546996	0.037514642	0.040087464	0.056551075	0.043542929	0.050315334	0.036096693
LCA5	0.053517719	0.053454553	0.039972756	0.035715059	0.051801329	0.052862939	0.04765918	0.03790143
LCA5	0.06071376	0.044162648	0.034391037	0.031860811	0.055802841	0.042504473	0.046026665	0.03261169
LCA5	0.06071376	0.044162648	0.034391037	0.031860811	0.055802841	0.042504473	0.046026665	0.03261169
LCA5	0.005678898	0.077845518	0.090765652	0.106407555	0.005066034	0.094621678	0.078297222	0.108167389
LCA5	0.004990136	0.070950655	0.067571038	0.075003736	0.004101642	0.096827578	0.084258187	0.103875242
FAM46A	0.004184607	0.062839871	0.056214848	0.065477168	0.003790918	0.089904218	0.070128707	0.089864443
FAM46A	0.004184607	0.062839871	0.056214848	0.065477168	0.003790918	0.089904218	0.070128707	0.089864443
FAM46A	0.004184607	0.062839871	0.056214848	0.065477168	0.003790918	0.089904218	0.070128707	0.089864443
FAM46A	0.004168059	0.062666257	0.055814854	0.065009181	0.003796575	0.089849395	0.069667967	0.089543989
FAM46A	0.004104816	0.062001154	0.054285218	0.063217517	0.003818292	0.089455727	0.067905161	0.088315561
FAM46A	0.004077581	0.061713964	0.053626053	0.06244445	0.00382769	0.089281277	0.067145091	0.087784742
FAM46A	0.004029137	0.061201979	0.05245292	0.061067129	0.003844478	0.088970248	0.065791738	0.086837853
FAM46A	0.003419329	0.052103046	0.021898321	0.028825322	0.004310871	0.080610373	0.030254274	0.061153089
FAM46A	0.003327825	0.050639282	0.016111017	0.028783405	0.00440604	0.078968608	0.02345987	0.056055319
DOPEY1	0.003275589	0.049799109	0.01281128	0.028759221	0.00446136	0.078023875	0.019576798	0.053113794
DOPEY1	0.000848071	0.000757153	0.000570749	0.000728913	0.000911735	0.000312602	0.000505254	0.000557403
DOPEY1	0.000430713	0.000369095	0.000178509	9.30E-05	6.12E-05	0.000242455	0	0
DOPEY1	0.000360427	0.000338112	0.000176209	7.91E-05	4.46E-05	0.000202711	0	6.06E-06
PGM3	0.000360427	0.000338112	0.000176209	7.91E-05	4.46E-05	0.000202711	0	6.06E-06
PGM3	0.000360427	0.000338112	0.000176209	7.91E-05	4.46E-05	0.000202711	0	6.06E-06
PGM3	0.000359163	0.000337376	0.000175898	8.05E-05	4.44E-05	0.000201892	0	6.66E-06
PGM3	0.000359163	0.000337376	0.000175898	8.05E-05	4.44E-05	0.000201892	0	6.66E-06
DOPEY1	0.000359163	0.000337376	0.000175898	8.05E-05	4.44E-05	0.000201892	0	6.66E-06
DOPEY1	0.000359163	0.000337376	0.000175898	8.05E-05	4.44E-05	0.000201892	0	6.66E-06
DOPEY1	0.000359163	0.000337376	0.000175898	8.05E-05	4.44E-05	0.000201892	0	6.66E-06
DOPEY1	0.015913815	0.06055134	0.051097682	0.096814757	0.019161963	0.077326763	0.106636069	0.064424985
PGM3	0.033400001	0.027477635	0.077042808	0.037371171	0.033374389	0.040065152	0.074642331	0.041728168
PGM3	0.026819801	0.016072822	0.020865329	0.040833354	0.032390349	0.024495266	0.034746011	0.043601343
PGM3	0.026819801	0.016072822	0.020865329	0.040833354	0.032390349	0.024495266	0.034746011	0.043601343
PGM3	0.019389357	0.578700489	0.330013551	0.072693	0.021151999	0.424752966	0.23519608	0.037080094
DOPEY1	0.019389357	0.578700489	0.330013551	0.072693	0.021151999	0.424752966	0.23519608	0.037080094
DOPEY1	0.033360881	1.209193906	1.636625144	0.376901663	0.040432011	0.945023909	1.166948306	0.121925657
DOPEY1	0.114397107	0.113410808	0.117354068	0.034639372	0.076995441	0.134914804	0.176193343	0.023301735
DOPEY1	0.114397107	0.113410808	0.117354068	0.034639372	0.076995441	0.134914804	0.176193343	0.023301735
PGM3	0.00123657	0.224957503	0.687528642	0.406969981	0.005559523	0.242823463	0.61388374	0.194093016
PGM3	0.00123657	0.224957503	0.687528642	0.406969981	0.005559523	0.242823463	0.61388374	0.194093016
PGM3	0.00123657	0.224957503	0.687528642	0.406969981	0.005559523	0.242823463	0.61388374	0.194093016
PGM3	0.01175261	0.089304578	0.092549227	0.102798746	0.016078704	0.103274649	0.124441024	0.126295347
DOPEY1	0.017712137	0.034280752	0.013934103	0.017657593	0.015536258	0.035622231	0.017520188	0.018182782
DOPEY1	0.028969597	0.131021891	0.072658436	0.028097407	0.025981291	0.133562442	0.053333232	0.030657574
DOPEY1	0.035111745	0.373900145	0.112609052	0.038936884	0.031814578	0.347788838	0.10710342	0.033555258
DOPEY1	0.023116236	0.112644334	0.129643792	0.119442315	0.026460383	0.138862761	0.134842467	0.075010402
PGM3	0.04706967	0.058878895	0.045430996	0.040071969	0.043358027	0.053936448	0.050528396	0.037053077
PGM3	0.003582203	0.125539546	0.121029486	0.080519358	0.005067987	0.149092707	0.099675561	0.11299909
PGM3	0.003582203	0.125539546	0.121029486	0.080519358	0.005067987	0.149092707	0.099675561	0.11299909
PGM3	0.003582203	0.125539546	0.121029486	0.080519358	0.005067987	0.149092707	0.099675561	0.11299909
DOPEY1	0.004453765	0.127508139	0.076266922	0.034818799	0.005489352	0.155096407	0.069925677	0.058036834
DOPEY1	0.164015719	0.1276256	0.263195345	0.191590516	0.13140048	0.10080032	0.213643966	0.133708391
DOPEY1	0.164015719	0.1276256	0.263195345	0.191590516	0.13140048	0.10080032	0.213643966	0.133708391
DOPEY1	0.023674205	0.040088088	0.041885647	0.076014422	0.026471719	0.032120237	0.074598731	0.054015058
PGM3	0.023674205	0.040088088	0.041885647	0.076014422	0.026471719	0.032120237	0.074598731	0.054015058
PGM3	0.023136073	0.039043989	0.039072771	0.074652338	0.02622145	0.03148871	0.071686339	0.053107751
PGM3	0.016589535	0.016096253	0.015121666	0.017322659	0.018179889	0.016953644	0.013255191	0.024566546
PGM3	0.087364341	0.073500208	0.097874577	0.066582301	0.067155609	0.049514719	0.053642993	0.096041146
DOPEY1	0.087364341	0.073500208	0.097874577	0.066582301	0.067155609	0.049514719	0.053642993	0.096041146
DOPEY1	0.082839603	0.019750398	0.019229478	0.043273201	0.070990565	0.005692963	0.022952719	0.130640119
DOPEY1	0.015053707	0.05674937	0.011849331	0.021613108	0.009059721	0.051917962	0.011035836	0.028265247
DOPEY1	0.015159372	0.057087873	0.011876756	0.021586755	0.009113914	0.052290394	0.011166662	0.028240546
PGM3	0.015565451	0.058385607	0.011981861	0.021486348	0.009363737	0.053708539	0.01166991	0.028146189
PGM3	0.018678252	0.154859286	0.142433352	0.028067312	0.012399339	0.124603736	0.101359641	0.042195713
PGM3	0.028941819	0.454874147	0.22901435	0.116297228	0.031014574	0.413452299	0.215048799	0.045218684
PGM3	0.029073171	0.456236711	0.233381242	0.116581621	0.031113141	0.414126411	0.220476417	0.046879369
DOPEY1	0.029073171	0.456236711	0.233381242	0.116581621	0.031113141	0.414126411	0.220476417	0.046879369
DOPEY1	0.028569967	0.203619258	0.158097421	0.063364178	0.034557147	0.155101423	0.151103118	0.056023482
DOPEY1	0.050809016	0.032755399	0.084462328	0.041074439	0.050237106	0.042878678	0.097379273	0.054455274
DOPEY1	0.050809016	0.032755399	0.084462328	0.041074439	0.050237106	0.042878678	0.097379273	0.054455274
PGM3	0.028971372	0.032595537	0.124777943	0	0.048801611	0	0.092052745	0.055716245
PGM3	0.026870827	0.046028294	0.043534799	0.046226727	0.030742776	0.043890747	0.043101912	0.040175092
PGM3	0.026764813	0.04592386	0.043127413	0.045686042	0.030601741	0.044165789	0.042933716	0.039715973
PGM3	0.026764813	0.04592386	0.043127413	0.045686042	0.030601741	0.044165789	0.042933716	0.039715973
RWDD2A	0.026765479	0.045868682	0.042993379	0.045549167	0.030615536	0.044129182	0.042745002	0.039636091
RWDD2A	0.025708948	0.042754942	0.028189821	0.024222853	0.027825591	0.042300083	0.038768909	0.027430739
DOPEY1	0.024698989	0.044259882	0.028347729	0.023612954	0.028099401	0.044179166	0.038518226	0.025706849
DOPEY1	0.024698989	0.044259882	0.028347729	0.023612954	0.028099401	0.044179166	0.038518226	0.025706849
DOPEY1	0.057942744	0.137996744	0.023325606	0	0.03515815	0.09632559	0.044185204	0.046004022
DOPEY1	0.024434804	0.159780026	0.042908635	0.028388205	0.010441503	0.267791684	0.098868771	0.02214542
PGM3	0.013942287	0.088832287	0.051377623	0.020705412	0.042309275	0.214682305	0.071585816	0.014564301
PGM3	0.007227712	0.547812547	0.417964711	0.411697982	0.008906693	0.628762639	0.336043137	0.336536774
PGM3	0.00718557	0.494776944	0.570785013	0.630255768	0.00848841	0.564671381	0.500463075	0.531744922
PGM3	0.03156494	0.065055451	0.081064489	0.092359221	0.031855285	0.07628248	0.091744717	0.087239014
ME1	0.003591894	0.343058585	0.133147364	0.048831111	0.004692767	0.325292769	0.115971158	0.091466028
ME1	0.003591894	0.343058585	0.133147364	0.048831111	0.004692767	0.325292769	0.115971158	0.091466028
ME1	0.003591894	0.343058585	0.133147364	0.048831111	0.004692767	0.325292769	0.115971158	0.091466028
ME1	0.003591894	0.343058585	0.133147364	0.048831111	0.004692767	0.325292769	0.115971158	0.091466028
ME1	0.010426066	0.084928586	0.108340626	0.151029704	0.015821288	0.066188927	0.158045773	0.074647095
ME1	0.005884986	0.153685979	0.394902907	0.230889715	0.003513448	0.181403367	0.285102669	0.214004507
ME1	0.005829821	0.156951496	0.416404365	0.252949311	0.003474189	0.184177418	0.289785628	0.233442977
ME1	0.002137337	0.196684696	0.543482942	0.319586008	0.003865634	0.243995265	0.456145142	0.297554411
ME1	0.002316626	0.390563729	1.090411803	0.626695118	0.002951626	0.456648367	0.91954223	0.719168009
NT5E	0.001826986	0.154584372	0.039396963	0.017950576	0.001528809	0.105743167	0.033486668	0.020324048
